Name,Formula,Dipole momentμ debye
"1,1,2-trichloro-3,3,3-trifluoropropene",C3Cl3F3,1.28
"1,1,2-trichloroethane",C2H3Cl3,1.36
"1,1,2-trifluorodec-1-ene",C10H17F3,1.9
"1,1,2-trifluoroethane",C2H3F3,1.58
"1,1,2-trifluorohex-1-ene",C6H9F3,1.82
"1,1,2-trifluorooct-1-ene",C8H13F3,1.97
"1,1,2-triphenylethene",C20H16,0.63
"1,1,3,3-tetraethylurea",C9H20N2O,3.28
"1,1,4,4-tetrafluoro-2,3-dichlorobutadiene",C4Cl2F4,0.37
"1,1,4,4-tetrafluoroperchlorobutane",C4Cl6F4,0.96
"1,1,4-trifluoro-2,3,4-trichlorobutadiene",C4Cl3F3,0
"1,1,4-trifluoroperchlorobutane",C4Cl7F3,0.89
"1,1-bis(butylsulfanyl)methane",C9H20S2,1.34
"1,1-bis(ethylthio)-2-methylcyclopropane",C8H16S2,0.76
"1,1-bis(methylthio)-2-ethyl-3-methylcyclopropane",    ⋮,0.93
"1,1-dibromo-2,2,3-trimethylcyclopropane",C6H10Br2,2.34
"1,1-dibromo-2,2-diphenylcyclopropane",C15H12Br2,1.84
"1,1-dibromo-2,2-diphenylethene",C14H10Br2,1.62
"1,1-dibromo-2-(4-bromophenyl)cyclopropane",C9H7Br3,1.88
"1,1-dibromo-2-(4-methylphenyl)-cyclopropane",C10H10Br2,2.06
"1,1-dibromo-2-phenylcyclopropane",C9H8Br2,1.89
"1,1-dibromocyclohexane",C6H10Br2,2.45
"1,1-dibromoethane",C2H4Br2,2.14
"1,1-dichloro-1-nitroethane",C2H3Cl2NO2,2.7
"1,1-dichloro-2,2,3,3-tetramethylcyclopropane",C7H12Cl2,2.43
"1,1-dichloro-2,2,3-trimethylcyclopropane",C6H10Cl2,2.18
"1,1-dichloro-2,2-difluoroethene",C2Cl2F2,0.5
"1,1-dichloro-2,2-dimethyl-3-phenylcyclopropane",C11H12Cl2,2.2
"1,1-dichloro-2,2-dimethylcyclopropane",C5H8Cl2,1.92
"1,1-dichloro-2,2-diphenylcyclopropane",C15H12Cl2,1.95
"1,1-dichloro-2,2-diphenylethene",C14H10Cl2,1.79
"1,1-dichloro-2-(2,4,6-trimethylphenyl)cyclopropane",C12H14Cl2,2.04
"1,1-dichloro-2-(4-chlorophenyl)-2-methylcyclopropane",C10H9Cl3,2.19
"1,1-dichloro-2-(4-chlorophenyl)cyclopropane",C9H7Cl3,1.95
"1,1-dichloro-2-(4-methylphenyl)-cyclopropane",C10H10Cl2,2.13
"1,1-dichloro-2-fluoropropene",C3H3Cl2F,2.43
"1,1-dichloro-2-methyl-2-phenylcyclopropane",C10H10Cl2,2.05
"1,1-dichloro-2-phenylcyclopropane",C9H8Cl2,1.91
"1,1-dichlorocyclohexane",C6H10Cl2,2.48
"1,1-dichlorocyclopropane",C3H4Cl2,1.58
"1,1-dichloroethane",C2H4Cl2,2.35
"1,1-dichloroethene",C2H2Cl2,1.25
"1,1-dichloropropane",C3H6Cl2,2.06
"1,1-diethoxyethane",C6H14O2,1.22
"1,1-diethoxymethane",C5H12O2,1.25
"1,1-difluoro-1,3-butadiene",C4H4F2,1.29
"1,1-difluoro-1-propene",C3H4F2,0.89
"1,1-difluoro-1-silacyclopent-3-ene",C4H6F2Si,2.02
"1,1-difluoroallene",C3H2F2,2.07
"1,1-difluorocyclohexane",C6H10F2,2.56
"1,1-difluoroethane",C2H4F2,2.3
"1,1-difluoroethene",C2H2F2,1.37
"1,1-diiodoethane",C2H4I2,2.32
"1,1-dimethylcyclopropane",C5H10,0.14
"1,1-dimethylurea",C3H8N2O,4.66
"1,1-dinitro-2,2-diphenylethene",C14H10N2O4,5.49
"1,1-dinitroethane",C2H4N2O4,3.5
"1,1-diphenyl-1,2-dibromoethane",C14H12Br2,2.13
"1,1-diphenyl-2-bromoethene",C14H11Br,1.51
"1,1-diphenylethene",C14H12,0.5
"1,1-diphenylhydrazine",C12H12N2,1.87
"1,10-bis(butylsulfanyl)decane",C18H38S2,2.24
"1,10-decanediol",C10H22O2,2.52
"1,10-dibromodecane",C10H20Br2,2.5
"1,10-dicarbaclosodecaborane",C2H10B8,0
"1,10-dichlorodecane",C10H20Cl2,2.62
"1,10-phenanthroline",C12H8N2,3.64
"1,2,2,3-tetrachloropropane",C3H4Cl4,0.94
"1,2,2-trifluoroethenylbenzene",C8H5F3,1.98
"1,2,3,4,5,6,7,8-octahydro-9H-thioxanthene",C13H18S,1.64
"1,2,3,4,5-pentachloro-6-methoxybenzene",C7H3Cl5O,1.88
"1,2,3,4,5-pentachloro-6-nitrosobenzene",C6Cl5NO,1.42
"1,2,3,4,5-pentafluoro-6-iodobenzene",C6F5I,1.06
"1,2,3,4,5-pentafluoro-6-methoxybenzene",C7H3F5O,2.16
"1,2,3,4,5-pentafluoro-6-nitrobenzene",C6F5NO2,1.94
"1,2,3,4-tetrabromo-2,3-dimethylbutane",C6H10Br4,1.55
"1,2,3,4-tetrachloro-1,4-difluorobutadiene",C4Cl4F2,1.03
"1,2,3,4-tetrachlorobenzene",C6H2Cl4,1.9
"1,2,3,4-tetrafluoro-1,4-dichlorobutadiene",C4Cl2F4,1.02
"1,2,3,4-tetrafluoro-5-nitrobenzene",C6HF4NO2,3.28
"1,2,3,4-tetrafluorobenzene",C6H2F4,2.41
"1,2,3,4-tetrafluoroperchlorobutane",C4Cl6F4,0.77
"1,2,3,4-tetramethylbenzene",C10H14,0.39
"1,2,3,4-tetrazole",CH2N4,5.15
"1,2,3,4-thiatriazol-5-amine",CH2N4S,5.77
"1,2,3,5-tetrafluorobenzene",C6H2F4,1.46
"1,2,3,5-tetraphenylpyrrole",C28H21N,2.04
"1,2,3,6-tetrahydropyridine",C5H9N,1.01
"1,2,3-benzothiadiazole",C6H4N2S,3.57
"1,2,3-pentatriene",C5H6,0.51
"1,2,3-propanetriol",C3H8O3,2.56
"1,2,3-propanetriol trinitrate",C3H5N3O9,3.16
"1,2,3-propanetriyl tri-(Z)-9-octadecenoate",C57H101O6,3.12
"1,2,3-triazole",C2H3N3,1.79
"1,2,3-tribromopropane",C3H5Br3,1.54
"1,2,3-trichlorobenzene",C6H3Cl3,2.39
"1,2,3-trichloropropane",C3H5Cl3,1.67
"1,2,3-trimethoxybenzene",C9H12O3,2.35
"1,2,4,5-tetrachloro-3,6-bis(chloromethyl)benzene",C8H4Cl6,1.86
"1,2,4,5-tetrachlorobenzene",C6H2Cl4,0.73
"1,2,4,5-tetrafluoro-3-methoxybenzene",C7H4F4O,1.52
"1,2,4,5-tetrafluorobenzene",C6H2F4,0
"1,2,4,5-tetramethyl-1,2,4,5-tetrazinane",C6H16N4,1.45
"1,2,4,5-tetramethylbenzene",C10H14,0
"1,2,4,6-tetrabromobenzene",C6H2Br4,0.7
"1,2,4,6-tetrachlorobenzene",C6H2Cl4,0.65
"1,2,4-triazole",C2H3N3,3.2
"1,2,4-triazole-5-one",C2HN3O,3.33
"1,2,4-trichlorobenzene",C6H3Cl3,1.26
"1,2,4-trifluorobenzene",C6H3F3,1.4
"1,2,5-oxadiazole",C2H2N2O,3.38
"1,2,5-thiadiazole",C2H2N2S,1.56
"1,2,5-trimethylpyrazol-3-one",C6H10N2O,5.62
"1,2,6-trimethylpyridin-4-one",C8H11NO,7.67
"1,2-benzoquinone",C6H4O2,5.1
"1,2-benzoquinone dioxime",C6H6N2O2,3.87
"1,2-bis(2-oxy-1,3,2-dioxaphospholane)ethane",,3.06
"1,2-bis(4-ethoxyphenyl)ethane-1,2-dione",C18H18O4,5.4
"1,2-bis(butylsulfanyl)ethane",C10H22S2,1.89
"1,2-bis(chloromethyl)-1,1,2,2-tetramethyldisilane",C6H16Cl2Si2,2.23
"1,2-bis(ethylsulfanyl)ethane",C6H14S2,1.89
"1,2-butadiene",C4H6,0.4
"1,2-cyclodecanedione",C10H16O2,1.87
"1,2-cyclododecanedione",C12H20O2,1.86
"1,2-cycloheptanedione",C7H10O2,3.74
"1,2-cyclohexanedione",C6H8O2,2.8
"1,2-cyclononanedione",C9H14O2,2.89
"1,2-cyclooctanedione",C8H12O2,3.47
"1,2-cyclopentanedione",C5H6O2,2.21
"1,2-cycloundecanedione",C11H18O2,1.87
"1,2-di-(trimethylsiloxy)benzene",C12H22O2Si2,1.23
"1,2-diacetoxyethane",C6H10O4,2.34
"1,2-diaminobenzene",C6H8N2,1.49
"1,2-diaminoethane",C2H8N2,1.99
"1,2-dibenzoylbenzene",C20H14O2,3.55
"1,2-dibromo-2-methylpropane",C4H8Br2,0.9
"1,2-dibromo-4,5-methylenedioxybenzene",C7H4Br2O2,2.63
"1,2-dibromobenzene",C6H4Br2,2.06
"1,2-dibromobutane",C4H8Br2,1.24
"1,2-dibromoethane",C2H4Br2,1.04
"1,2-dibromoheptane",C7H14Br2,1.76
"1,2-dibromopentane",C5H10Br2,1.75
"1,2-dibromopropan-2-ylbenzene",C9H10Br2,1.69
"1,2-dibromopropane",C3H6Br2,1.2
"1,2-dicarbaclosodecaborane(12)",C2H12B10,4.49
"1,2-dichloro-1,1,2,2-tetrafluoroethane",C2Cl2F4,0.5
"1,2-dichloro-1,1,2-trifluoroethane",C2HCl2F3,1.3
"1,2-dichloro-2-methylpropane",C4H8Cl2,1.54
"1,2-dichloro-3-nitrobenzene",C6H3Cl2NO2,3.89
"1,2-dichloro-4-methylbenzene",C7H6Cl2,2.95
"1,2-dichloro-4-nitrobenzene",C6H3Cl2NO2,2.19
"1,2-dichlorobenzene",C6H4Cl2,2.14
"1,2-dichloroethane",C2H4Cl2,1.83
"1,2-dichloronaphthalene",C10H6Cl2,2.8
"1,2-dichloropropane",C3H6Cl2,1.85
"1,2-diethoxybenzene",C10H14O2,1.37
"1,2-diethoxyethane",C6H14O2,1.65
"1,2-difluorobenzene",C6H4F2,2.53
"1,2-difluoroethane",C2H4F2,2.67
"1,2-dihydroxybenzene",C6H6O2,2.64
"1,2-diiodobenzene",C6H4I2,1.67
"1,2-diiodoethane",C2H4I2,0.55
"1,2-diiodoethyne",C2I2,0.33
"1,2-dimethoxybenzene",C8H10O2,1.35
"1,2-dimethoxyethane",C4H10O2,1.71
"1,2-dimethyl-1,4-dihydro-4-pyrimidinone",C6H8N2O,8.32
"1,2-dimethylbenzene",C8H10,0.45
"1,2-dimethylhydrazine",C2H8N2,1.36
"1,2-dimethylindole",C10H11N,3.35
"1,2-dinitrobenzene",C6H4N2O4,6.1
"1,2-dinitroethane",C2H4N2O4,4.4
"1,2-dinitroxyethane",C2H4N2O6,3.58
"1,2-diphenylethane",C14H14,0
"1,2-diphenylethane-1,2-dione",C14H10O2,3.71
"1,2-diphenylethanone",C14H12O,2.77
"1,2-epoxycyclohexane",C6H10O,1.7
"1,2-ethanedithiol",C2H6S2,1.61
"1,2-methylenedioxy-4-nitrobenzene",C7H5NO4,4.84
"1,2-methylenedioxybenzene",C7H6O2,0.81
"1,2-oxazolidine",C3H7NO,2.88
"1,2-propanediol",C3H8O2,2.27
"1,2-propanediol dinitrate",C3H6N2O6,3.72
"1,3,2,4-diazadiphosphetidine-2,4-disulfide",H4N2P2S2,6.11
"1,3,2,4-tetraphenyl-1,3,2,4-diazadiphosphetidine-2,4-disulfide",C24H20N2P2S2,5.84
"1,3,2-dioxathian-2-oxide",C3H6O3S,3.63
"1,3,2-dioxathiolan-2-oxide",C2H4O3S,3.68
"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",C10H18O,1.58
"1,3,4-oxadiazole",C2H2N2O,3.04
"1,3,4-selenadiazole",C2H2N2Se,3.4
"1,3,4-thiadiazole",C2H2N2S,3.29
"1,3,5,7-tetramethyl-1,3,5,7-dipropanocyclotetrasilane",    ⋮,1.07
"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",C4H8N8O8,4.67
"1,3,5,8-tetramethyl-4-phospha-3,5,8-triazabicyclo[2.2.2]octane",C8H18N3P,1.94
"1,3,5-benzenetricarboxylic acid",C9H6O6,3.65
"1,3,5-tri-tert-butyl-2-nitrobenzene",C18H29NO2,3.51
"1,3,5-triacetoxybenzene",C12H12O6,2.4
"1,3,5-tribromo-2,4,6-trimethylbenzene",C9H9Br3,0
"1,3,5-tribromo-2,4,6-trinitrobenzene",C6Br3N3O6,0
"1,3,5-tribromo-2,4-dinitrobenzene",C6HBr3N2O4,3.1
"1,3,5-tribromo-2-nitrobenzene",C6H2Br3NO2,3.12
"1,3,5-tribromobenzene",C6H3Br3,0
"1,3,5-trichloro-2,4,6-trimethylbenzene",C9H9Cl3,0.4
"1,3,5-trichloro-2,4,6-trinitrobenzene",C6Cl3N3O6,0.64
"1,3,5-trichloro-2-methoxybenzene",C7H5Cl3O,1.4
"1,3,5-trichlorobenzene",C6H3Cl3,0.28
"1,3,5-triethyl-2,4,6-trinitrobenzene",C12H15N3O6,0.8
"1,3,5-triethylbenzene",C12H18,0
"1,3,5-trifluorobenzene",C6H3F3,0
"1,3,5-triiodobenzene",C6H3I3,0.24
"1,3,5-trimethoxy-2-methylbenzene",C10H14O3,2.12
"1,3,5-trimethoxybenzene",C9H12O3,1.69
"1,3,5-trimethyl -2-methoxybenzene",C10H14O,1.43
"1,3,5-trimethyl-2,4,6-trinitrobenzene",C9H9N3O6,0
"1,3,5-trimethyl-2,4-dinitrobenzene",C9H10N2O4,3.01
"1,3,5-trimethyl-2-(sulfinylamino)benzene",C9H11NOS,1.94
"1,3,5-trimethylbenzene",C9H12,0.1
"1,3,5-trinitro-2-methoxybenzene",C7H5N3O7,2.03
"1,3,5-trinitrobenzene",C6H3N3O6,0
"1,3,5-trinitroso-1,3,5-triazinane",C3H6N6O3,4.46
"1,3,5-trioxane",C3H6O3,2.08
"1,3,5-triphenyl-2-nitrobenzene",C24H17NO2,3.48
"1,3,5-triphenyl-4,5-dihydropyrazole",C21H18N2,2.63
"1,3,5-triphenylpyrazole",C21H16N2,2.47
"1,3,5-triphenylpyrazoline",C21H18N2,2.58
"1,3,5-trithiane",C3H6S3,2.38
"1,3-bis(acetyloxy)-1,1,3,3-tetrabutyldistannoxane",C20H42O5Sn2,2.87
"1,3-bis(butylsulfanyl)propane",C11H24S2,2.02
"1,3-butadiene",C4H6,0
"1,3-butanediol dinitrate",C4H8N2O6,3.45
"1,3-cycloheptadiene",C7H10,0.74
"1,3-cyclohexadiene",C6H8,0.38
"1,3-cyclohexanedione",C6H8O2,2.99
"1,3-di-(trimethylsiloxy)benzene",C12H22O2Si2,1.7
"1,3-diacetyl-2,4,6-trimethylbenzene",C13H16O2,3.15
"1,3-diacetylbenzene",C10H10O2,3.19
"1,3-diaminobenzene",C6H8N2,1.72
"1,3-diaminopropane",C3H10N2,1.96
"1,3-diazaazulene",C8H6N2,3.33
"1,3-dibenzoylbenzene",C20H14O2,3.59
"1,3-dibromo-2,2-bis(bromomethyl)propane",C5H8Br4,0
"1,3-dibromo-2-methoxy-5-methylbenzene",C8H8Br2O,2.55
"1,3-dibromobenzene",C6H4Br2,1.37
"1,3-dibromobutane",C4H8Br2,1.93
"1,3-dibromopropane",C3H6Br2,1.9
"1,3-dibromopropanone",C3H4Br2O,1.98
"1,3-dichloro-1,2-dicarbaclosodecaborane(12)",C2H10B10Cl2,3.25
"1,3-dichloro-2,2-bis(chloromethyl)propane",C5H8Cl4,0
"1,3-dichloro-2,4-diphenyl-1,3,2,4-diazadiphosphetidine-2,4-disulfide",C12H10Cl2N2P2S2,1.32
"1,3-dichloro-2-(dichloromethyl)benzene",C7H4Cl4,2.79
"1,3-dichloro-2-nitrobenzene",C6H3Cl2NO2,3.17
"1,3-dichloro-2-propanol nitrate",C3H5Cl2NO3,2.59
"1,3-dichloro-2-propanone",C3H4Cl2O,2.33
"1,3-dichloro-5-nitrobenzene",C6H3Cl2NO2,2.68
"1,3-dichlorobenzene",C6H4Cl2,1.68
"1,3-dichloronaphthalene",C10H6Cl2,1.6
"1,3-dichloropropane",C3H6Cl2,2.09
"1,3-diethoxybenzene",C10H14O2,1.7
"1,3-diethoxypropane",C7H16O2,1.63
"1,3-diethylbenzene",C10H14,0.36
"1,3-difluorobenzene",C6H4F2,1.55
"1,3-dihydrobenzimidazol-2-one",C7H6N2O,2.46
"1,3-dihydrobenzimidazole-2-thione",C7H6N2S,4.14
"1,3-dihydroxybenzene",C6H6O2,2.1
"1,3-diiodo-2,2-bis(iodomethyl)propane",C5H8I4,0
"1,3-diiodo-2-methoxy-5-methylbenzene",C8H8I2O,2.52
"1,3-diiodobenzene",C6H4I2,1.14
"1,3-diisopropyl-5-tert-butylhexahydro-1,3,5-triazine",C13H29N3,1.37
"1,3-dimethoxy-2,2-bis(methoxymethyl)propane",C9H20O4,0.3
"1,3-dimethoxybenzene",C8H10O2,1.58
"1,3-dimethyl-2,4-diphenyl-1,3,2,4-diazadiphosphetidine-2,4-disulfide",C14H16N2P2S2,1.82
"1,3-dimethyl-2-imidazolidinone",C5H10N2O,2.64
"1,3-dimethyl-2-methoxybenzene",C9H12O,1.28
"1,3-dimethyl-2-phenoxybenzene",C14H14O,1.3
"1,3-dimethyl-5-aminotetrazole",C3H9N5,4.02
"1,3-dimethyl-5-methoxybenzene",C9H12O,1.26
"1,3-dimethyl-5-tert-butylhexahydro-1,3,5-triazine",C9H21N3,1.27
"1,3-dimethylbenzene",C8H10,0.31
"1,3-dimethylbenzimidazol-2-one",C9H10N2O,2.51
"1,3-dimethylbenzimidazole-2-thione",C9H10N2S,4.16
"1,3-dimethylimidazolidine-2-thione",C5H10N2S,5.48
"1,3-dimethyltetrahydropyrimidin-2(1H)-one",C6H12N2O,4.17
"1,3-dimethylthiourea",C3H8N2S,4.9
"1,3-dimethylurea",C3H8N2O,4.6
"1,3-dinitro-1,3-diazepane",C5H10N4O4,5.19
"1,3-dinitro-1,3-diazinane",C4H8N4O4,5.58
"1,3-dinitro-5-nitroso-1,3,5-triazinane",C3H6N6O5,5.53
"1,3-dinitrobenzene",C6H4N2O4,3.87
"1,3-dinitroimidazolidine",C3H6N4O4,3.4
"1,3-dioxane",C4H8O2,2.06
"1,3-dioxol-2-one",C3H2O3,4.55
"1,3-dioxolan-2-one",C3H4O3,4.51
"1,3-dioxolane",C3H6O2,1.19
"1,3-diphenyl-1-propanone",C15H14O,2.74
"1,3-diphenyl-2,4-dimethyl-1,3,2,4-diazadiphosphetidine-2,4-disulfide",C14H16N2P2S2,0.7
"1,3-diphenyl-4,5-dihydropyrazole",C15H14N2,2.58
"1,3-diphenyl-5-(5-nitrothien-2-yl)-4,5-dihydropyrazole",C19H15N3O2S,4.57
"1,3-diphenyl-5-thien-2-yl-4,5-dihydropyrazole",C19H16N2S,2.76
"1,3-diphenylpropan-2-one",C15H14O,2.65
"1,3-dithian-1-oxide",C4H8OS2,3.95
"1,3-dithiane",C4H8S2,2.14
"1,3-indanedione",C9H6O2,2.73
"1,3-pentadiyne",C5H4,1.21
"1,3-propanediol",C3H8O2,2.52
"1,3-propanediol dinitrate",C3H6N2O6,3.14
"1,3-propanedithiol",C3H8S2,1.93
"1,4-benzoquinone",C6H4O2,0.66
"1,4-benzoquinone dioxime",C6H6N2O2,2.39
"1,4-bis(butylsulfanyl)butane",C12H26S2,2.1
"1,4-bis(chloromethyl)-2,3,5,6-tetramethylbenzene",C12H16Cl2,2.04
"1,4-bis(chloromethyl)benzene",C8H8Cl2,2.23
"1,4-bis(dimethylamino)benzene",C10H16N2,1.22
"1,4-bis(trichloromethyl)benzene",C8H4Cl6,0
"1,4-butanediol",C4H10O2,2.58
"1,4-butanedithiol",C4H10S2,1.99
"1,4-cyclohexadiene",C6H8,0.13
"1,4-cyclohexanedione",C6H8O2,1.41
"1,4-di-(2-chlorobenzyl)-2,3,5,6-tetramethylbenzene",C24H24Cl2,1.43
"1,4-di-(4-bromobenzyl)-2,3,5,6-tetramethylbenzene",C24H24Br2,2.09
"1,4-di-(4-chlorobenzyl)-2,3,5,6-tetramethylbenzene",C24H24Cl2,2.1
"1,4-diacetoxybenzene",C10H10O4,2.2
"1,4-diacetyl-2,3,5,6-tetramethylbenzene",C14H18O2,2.99
"1,4-diacetylbenzene",C10H10O2,3.03
"1,4-diaminobenzene",C6H8N2,1.51
"1,4-dibenzoylbenzene",C20H14O2,3.47
"1,4-dibromo-2,5-dimethylbenzene",C8H8Br2,0
"1,4-dibromobenzene",C6H4Br2,0
"1,4-dibromobutane",C4H8Br2,2.02
"1,4-dibutoxybenzene",C14H22O2,1.79
"1,4-dichloro-2,5-dimethylbenzene",C8H8Cl2,0
"1,4-dichloro-2,5-dimethylpiperazine",C6H12Cl2N2,0.47
"1,4-dichloro-2-butyne",C4H4Cl2,2.1
"1,4-dichloro-2-methoxybenzene",C7H6Cl2O,1.35
"1,4-dichloro-2-nitrobenzene",C6H3Cl2NO2,3.48
"1,4-dichlorobenzene",C6H4Cl2,0
"1,4-dichlorobicyclo[2.2.1]heptane",C7H10Cl2,1.32
"1,4-dichlorobutane",C4H8Cl2,2.22
"1,4-dichloronaphthalene",C10H6Cl2,0
"1,4-dicyanobenzene",C8H4N2,0
"1,4-diethoxybenzene",C10H14O2,1.74
"1,4-diethoxybutane",C8H18O2,1.65
"1,4-diethylbenzene",C10H14,0
"1,4-difluorobenzene",C6H4F2,0
"1,4-difluoroperchlorobutane",C4Cl8F2,0.76
"1,4-diformylpiperazine",C6H10N2O2,2.72
"1,4-dihydroxybenzene",C6H6O2,2.38
"1,4-diiodo-2,5-dimethylbenzene",C8H8I2,0
"1,4-diiodobenzene",C6H4I2,0.19
"1,4-diiodotetrafluorobenzene",C6F4I2,0.14
"1,4-dimethoxy-2-nitrobenzene",C8H9NO4,4.56
"1,4-dimethoxybenzene",C8H10O2,1.81
"1,4-dimethyl-2-nitrobenzene",C8H9NO2,4.15
"1,4-dimethyl-5-iminotetrazole",C3H7N5,1.65
"1,4-dimethylbenzene",C8H10,0
"1,4-dimethylpiperazine",C6H14N2,0.52
"1,4-dinitro-2,5-dimethylbenzene",C8H8N2O4,0
"1,4-dinitrobenzene",C6H4N2O4,0
"1,4-dioctyloxybenzene",C22H38O2,1.63
"1,4-dioxene",C4H6O2,0.94
"1,4-thioxane",C4H8OS,0.42
"1,4-thioxane dioxide",C4H8O3S,3.29
"1,4-thioxane oxide",C4H8O2S,2.92
"1,5-bis(butylsulfanyl)pentane",C13H28S2,2.14
"1,5-di(phenyl)-3-thiophen-2-yl-4,5-dihydropyrazole",C19H16N2S,2.96
"1,5-diacetylanthracene",C18H14O2,2.13
"1,5-diacetylnaphthalene",C14H12O2,2.13
"1,5-diaminopentane",C5H14N2,1.93
"1,5-dibromopentane",C5H10Br2,2
"1,5-dichloronaphthalene",C10H6Cl2,0
"1,5-dichloropentane",C5H10Cl2,2.33
"1,5-difluoro-2,4-dinitrobenzene",C6H2F2N2O4,2.72
"1,5-difluoronaphthalene",C10H6F2,0
"1,5-dimethoxypentane",C7H16O2,1.74
"1,5-dimethyl-2-phenylpyrazol-3-imine",C11H13N3,3.92
"1,5-dimethyl-2-phenylpyrazole-3-selone",C11H12N2Se,7.91
"1,5-dimethyl-2-phenylpyrazole-3-thione",C11H12N2S,7.6
"1,5-dinitronaphthalene",C10H6N2O4,0
"1,5-diphenyl-3-(5-nitrothien-2-yl)-4,5-dihydropyrazole",C19H15N3O2S,6.04
"1,5-diphenyl-3-pyrid-2-yl-4,5-dihydropyrazole",C20H17N3,2.45
"1,5-diphenyl-3-quinol-2-yl-4,5-dihydropyrazole",C24H19N3,2.41
"1,5-diphenyl-4,5-dihydropyrazole",C15H14N2,2.67
"1,5-hexadien-3-yne",C6H6,0.1
"1,5-hexadiyne",    ⋮,0.57
"1,5-pentanediol",C5H12O2,2.5
"1,5-pentanedithiol",C5H12S2,2.14
"1,6-bis(butylsulfanyl)hexane",C14H30S2,2.15
"1,6-diaminohexane",C6H16N2,1.94
"1,6-dibromohexane",C6H12Br2,2.32
"1,6-dicarbaclosodecaborane",C2H10B8,2.2
"1,6-dicarbaclosononaborane",C2H9B7,2.39
"1,6-dichlorohexane",C6H12Cl2,2.47
"1,6-dichloronaphthalene",C10H6Cl2,1.38
"1,6-dinitroxyhexane",C6H12N2O6,3.76
"1,6-heptadiyne",C7H8,0.81
"1,6-hexanediol",C6H14O2,2.5
"1,7-diacetoxy-2,4,6-trinitro-2,4,6-triazaheptane",C8H14N6O10,2.2
"1,7-dichloroheptane",C7H14Cl2,2.49
"1,7-dichloronaphthalene",C10H6Cl2,2.57
"1,7-dioxa-4,10-dimercuracyclodecane",C6H12Hg2O2,1.17
"1,7-diphenyl-2,4,6-heptatrien-1-one",C19H16O,3.99
"1,7-octadiyne",C8H10,0.88
"1,7-phenanthroline",C12H8N2,2.06
"1,8-diazabiphenylene",C10H6N2,4.23
"1,8-dicarbaclosoundecaborane",C2H11B9,2.6
"1,8-dichloronaphthalene",C10H6Cl2,3.18
"1,8-dichlorooctane",C8H16Cl2,2.27
"1,8-dinitronaphthalene",C10H6N2O4,7.1
"1,8-naphthyridine",C8H6N2,4.1
"1,8-nonadiyne",C9H12,1.09
"1,9-dibromononane",C9H18Br2,2.55
1-(1-(difluoromethyl)-ethenyl)naphthalene,C13H10F2,2.09
1-(1-naphthyl)-1-ethanone oxime,C12H11NO,0.77
"1-(2,4-dimethylphenylazo)-2-aminonaphthalene",C18H17N3,2.28
"1-(2,5-dimethylfuran-3-yl)ethanone",C8H10O2,2.94
1-(2-butenyloxy)-2-(3-methylbutoxy)ethane,C11H22O2,1.82
1-(2-butenyloxy)-2-(3-methylpropyloxy)ethane,C10H20O2,1.76
1-(2-butenyloxy)-2-butoxyethane,C10H20O2,1.8
1-(2-butenyloxy)-2-ethoxyethane,C8H16O2,1.7
1-(2-butenyloxy)-2-methoxyethane,C7H14O2,1.79
1-(2-butenyloxy)-2-pentoxyethane,C11H22O2,1.86
1-(2-butenyloxy)-2-propoxyethane,C9H18O2,1.72
1-(2-butoxyethoxy)butane,C10H22O2,1.6
1-(2-chlorophenoxy)-4-nitrobenzene,C12H8ClNO3,4.8
1-(2-chlorophenyl)-2-pyrrolidone,C10H10ClNO,3.98
1-(2-chlorophenyl)-4-pyridone,C11H8ClNO,7.24
1-(2-chlorophenyl)ethanone,C8H7ClO,3.21
1-(2-fluorophenoxy)-4-nitrobenzene,C12H8FNO3,4.93
1-(2-fluorophenyl)ethanone,C8H7FO,2.78
1-(2-furyl)-2-nitroethylene,C6H5NO3,5.04
1-(2-methoxyethoxy)butane,C7H16O2,1.7
1-(2-methoxyethoxy)pentane,C8H18O2,1.67
1-(2-methoxyphenyl)-2-pyrrolidone,C11H13NO2,4.15
1-(2-methoxyphenyl)ethanone,C9H10O2,4.03
1-(2-methylphenyl)-2-pyrrolidone,C11H13NO,3.96
1-(2-methylphenyl)ethanone,C9H10O,2.65
1-(2-naphthyl)-1-ethanone oxime,C12H11NO,0.66
1-(3-chlorophenoxy)-4-nitrobenzene,C12H8ClNO3,3.84
1-(3-chlorophenyl)-2-pyrrolidone,C10H10ClNO,4.25
1-(3-chlorophenyl)-4-pyridone,C11H8ClNO,6.06
1-(3-chlorophenyl)ethanone,C8H7ClO,2.73
1-(3-fluorophenyl)ethanone,C8H7FO,2.86
1-(3-fluorophenylsulfanyl)-4-nitrobenzene,C12H8FNO2S,3.85
1-(3-methoxyphenyl)-2-pyrrolidone,C11H13NO2,3.84
1-(3-methoxyphenyl)ethanone,C9H10O2,2.8
1-(3-methylphenyl)-2-pyrrolidone,C11H13NO,3.85
1-(4-bromo-2-furyl)-2-nitropropene,C7H6BrNO3,4.24
1-(4-bromophenyl)-2-phenylethanone,C14H11BrO,3.55
1-(4-bromophenyl)-3-phenyl-1-propanone,C15H13BrO,2.12
1-(4-bromophenyl)-4-pyridone,C11H8BrNO,5.24
